Assembly_Accession,tax_id,Species,Kingdom,Phylum,Class,FTP_path
GCF_000318925.1,1071774,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/925/GCF_000318925.1_ASM31892v1
GCF_000318985.1,1071777,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/318/985/GCF_000318985.1_ASM31898v1
GCF_000319105.1,1071783,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/319/105/GCF_000319105.1_ASM31910v1
GCF_000364765.1,1263406,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/765/GCF_000364765.1_ASM36476v1
GCF_000364785.1,1262673,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/785/GCF_000364785.1_ASM36478v1
GCF_000441585.1,907263,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/585/GCF_000441585.1_ASM44158v1
GCF_000441615.1,907264,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/615/GCF_000441615.1_ASM44161v1
GCF_000441635.1,907265,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/635/GCF_000441635.1_ASM44163v1
GCF_000441655.1,907266,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/655/GCF_000441655.1_ASM44165v1
GCF_000441675.1,907267,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/675/GCF_000441675.1_ASM44167v1
GCF_000441695.1,907268,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/695/GCF_000441695.1_ASM44169v1
GCF_000441715.1,907269,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/715/GCF_000441715.1_ASM44171v1
GCF_000441735.1,907270,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/735/GCF_000441735.1_ASM44173v1
GCF_000441755.1,907271,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/755/GCF_000441755.1_ASM44175v1
GCF_000441775.1,907272,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/775/GCF_000441775.1_ASM44177v1
GCF_000441795.1,1007871,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/795/GCF_000441795.1_ASM44179v1
GCF_000441815.1,1007870,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/815/GCF_000441815.1_ASM44181v1
GCF_000507225.1,1431547,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/507/225/GCF_000507225.1_ASM50722v1
GCF_000590575.1,813,,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/590/575/GCF_000590575.1_ASM59057v1
GCF_000590635.1,1340853,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/590/635/GCF_000590635.1_ASM59063v1
GCF_001183765.1,1447714,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/183/765/GCF_001183765.1_ASM118376v1
GCF_000009925.1,295405,Bacteroides fragilis,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/925/GCF_000009925.1_ASM992v1
GCF_000025985.1,272559,Bacteroides fragilis,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/985/GCF_000025985.1_ASM2598v1
GCF_000210835.1,862962,Bacteroides fragilis,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/835/GCF_000210835.1_ASM21083v1
GCF_000710365.2,817,,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/710/365/GCF_000710365.2_ASM71036v3
GCF_000011065.1,226186,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/065/GCF_000011065.1_ASM1106v1
GCF_001314975.1,818,,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/975/GCF_001314975.1_ASM131497v1
GCF_006742345.1,820,,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/742/345/GCF_006742345.1_ASM674234v1
GCF_000012825.1,435590,Bacteroides vulgatus,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/825/GCF_000012825.1_ASM1282v1
GCF_008728395.1,821,,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/395/GCF_008728395.1_ASM872839v1
GCF_000012845.1,435591,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/845/GCF_000012845.1_ASM1284v1
GCF_006149185.1,823,,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/149/185/GCF_006149185.1_ASM614918v1
GCF_001190745.1,824,,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/190/745/GCF_001190745.1_ASM119074v1
GCF_000024405.1,526218,Sebaldella termitidis,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/405/GCF_000024405.1_ASM2440v1
GCF_001190755.1,1032069,Campylobacter ureolyticus,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/190/755/GCF_001190755.1_ASM119075v1
GCF_000024665.1,59374,Fibrobacter succinogenes,Bacteria,Fibrobacteres,Fibrobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/665/GCF_000024665.1_ASM2466v1
GCF_000007585.1,242619,Porphyromonas gingivalis,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/585/GCF_000007585.1_ASM758v1
GCF_000010505.1,431947,Porphyromonas gingivalis,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/505/GCF_000010505.1_ASM1050v1
GCF_000270225.1,1030843,Porphyromonas gingivalis,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/225/GCF_000270225.1_ASM27022v1
GCF_001263815.1,837,,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/263/815/GCF_001263815.1_ASM126381v1
GCF_001274615.1,1403336,Porphyromonas gingivalis,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/274/615/GCF_001274615.1_ASM127461v1
GCF_001314265.1,1403335,Porphyromonas gingivalis,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/265/GCF_001314265.1_ASM131426v1
GCF_001444325.1,1403338,Porphyromonas gingivalis,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/325/GCF_001444325.1_ASM144432v1
GCF_000025925.1,264731,Prevotella ruminicola,Bacteria,Bacteroidetes,Bacteroidia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/925/GCF_000025925.1_ASM2592v1
GCF_000196135.1,273121,Wolinella succinogenes,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/135/GCF_000196135.1_ASM19613v1
GCF_900637325.1,844,,Bacteria,Proteobacteria,Epsilonproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/325/GCF_900637325.1_50569_E01
GCF_002127965.1,847,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/965/GCF_002127965.1_ASM212796v1
GCF_002128345.1,556269,Oxalobacter formigenes,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/128/345/GCF_002128345.1_ASM212834v1
GCF_003019695.1,469615,Fusobacterium gonidiaformans,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/019/695/GCF_003019695.1_ASM301969v1
GCF_003019315.1,469616,Fusobacterium mortiferum,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/019/315/GCF_003019315.1_ASM301931v1
GCF_000158275.2,457405,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/275/GCF_000158275.2_ASM15827v2
GCF_000162235.2,469604,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/235/GCF_000162235.2_ASM16223v2
GCF_000163915.2,469602,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/915/GCF_000163915.2_ASM16391v2
GCF_000400875.1,469607,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/400/875/GCF_000400875.1_ASM40087v1
GCF_001296085.1,76859,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/296/085/GCF_001296085.1_ASM129608v1
GCF_001296125.1,1307427,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/296/125/GCF_001296125.1_ASM129612v1
GCF_001296165.1,1307428,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/296/165/GCF_001296165.1_ASM129616v1
GCF_001433955.1,76857,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/955/GCF_001433955.1_ASM143395v1
GCF_002211605.1,76856,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/211/605/GCF_002211605.1_ASM221160v1
GCF_002764055.1,155615,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/764/055/GCF_002764055.1_ASM276405v1
GCF_003019785.1,525283,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/019/785/GCF_003019785.1_ASM301978v1
GCF_902381645.1,851,,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/381/645/GCF_902381645.1_UHGG_MGYG-HGUT-01347
GCF_002586945.1,853,,Bacteria,Firmicutes,Clostridia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/586/945/GCF_002586945.1_ASM258694v1
GCF_010509575.1,411483,Faecalibacterium prausnitzii,Bacteria,Firmicutes,Clostridia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/509/575/GCF_010509575.1_ASM1050957v1
GCF_002356455.1,856,,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/455/GCF_002356455.1_ASM235645v1
GCF_003019655.1,469618,Fusobacterium varium,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/019/655/GCF_003019655.1_ASM301965v1
GCF_003019715.1,143387,Fusobacterium necrophorum,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/019/715/GCF_003019715.1_ASM301971v1
GCF_003812825.1,859,,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/825/GCF_003812825.1_ASM381282v1
GCF_004006635.1,143388,Fusobacterium necrophorum,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/006/635/GCF_004006635.1_ASM400663v1
GCF_003019755.1,860,,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/019/755/GCF_003019755.1_ASM301975v1
GCF_003019675.1,861,,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/019/675/GCF_003019675.1_ASM301967v1
GCF_900683735.1,469617,Fusobacterium ulcerans,Bacteria,Fusobacteria,Fusobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/683/735/GCF_900683735.1_Fusobacterium_ulcerans_81A6
GCF_000014725.1,335541,Syntrophomonas wolfei,Bacteria,Firmicutes,Clostridia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/725/GCF_000014725.1_ASM1472v1
GCF_000015345.1,246195,Dichelobacter nodosus,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/345/GCF_000015345.1_ASM1534v1
GCF_000212675.2,690850,Desulfocurvibacter africanus,Bacteria,Proteobacteria,Deltaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/675/GCF_000212675.2_ASM21267v2
GCF_000022125.1,525146,Desulfovibrio desulfuricans,Bacteria,Proteobacteria,Deltaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/125/GCF_000022125.1_ASM2212v1
GCF_000189295.2,641491,Desulfovibrio desulfuricans,Bacteria,Proteobacteria,Deltaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/295/GCF_000189295.2_ASM18929v2
GCF_004801255.1,876,,Bacteria,Proteobacteria,Deltaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/801/255/GCF_004801255.1_ASM480125v1
GCF_000023445.1,526222,Desulfovibrio salexigens,Bacteria,Proteobacteria,Deltaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/445/GCF_000023445.1_ASM2344v1
GCF_000015485.1,391774,Desulfovibrio vulgaris,Bacteria,Proteobacteria,Deltaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/485/GCF_000015485.1_ASM1548v1
GCF_000021385.1,883,Desulfovibrio vulgaris,Bacteria,Proteobacteria,Deltaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/385/GCF_000021385.1_ASM2138v1
GCF_000166115.1,573059,Desulfovibrio vulgaris,Bacteria,Proteobacteria,Deltaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/115/GCF_000166115.1_ASM16611v1
GCF_000195755.1,882,Desulfovibrio vulgaris,Bacteria,Proteobacteria,Deltaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/755/GCF_000195755.1_ASM19575v1
GCF_001854245.1,897,,Bacteria,Proteobacteria,Deltaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/245/GCF_001854245.1_ASM185424v1
GCF_000023225.1,525897,Desulfomicrobium baculatum,Bacteria,Proteobacteria,Deltaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/225/GCF_000023225.1_ASM2322v1
GCF_900116045.1,901,,Bacteria,Proteobacteria,Deltaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/116/045/GCF_900116045.1_DESPIGER
GCF_000025305.1,591001,Acidaminococcus fermentans,Bacteria,Firmicutes,Negativicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/305/GCF_000025305.1_ASM2530v1
GCF_001304715.1,1458465,Megasphaera elsdenii,Bacteria,Firmicutes,Negativicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/304/715/GCF_001304715.1_ASM130471v1
GCF_003006415.1,907,,Bacteria,Firmicutes,Negativicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/006/415/GCF_003006415.1_ASM300641v1
GCF_003010495.1,1064535,Megasphaera elsdenii,Bacteria,Firmicutes,Negativicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/010/495/GCF_003010495.1_ASM301049v1
GCF_000013885.1,323097,Nitrobacter hamburgensis,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/885/GCF_000013885.1_ASM1388v1
GCF_000012725.1,323098,Nitrobacter winogradskyi,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/725/GCF_000012725.1_ASM1272v1
GCF_000009145.1,228410,Nitrosomonas europaea,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/145/GCF_000009145.1_ASM914v1
GCF_000014765.1,335283,Nitrosomonas eutropha,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/765/GCF_000014765.1_ASM1476v1
GCF_000020825.1,380394,Acidithiobacillus ferrooxidans,Bacteria,Proteobacteria,Acidithiobacillia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/825/GCF_000020825.1_ASM2082v1
GCF_000021485.1,243159,Acidithiobacillus ferrooxidans,Bacteria,Proteobacteria,Acidithiobacillia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/485/GCF_000021485.1_ASM2148v1
GCF_000092925.1,639283,Starkeya novella,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/925/GCF_000092925.1_ASM9292v1
GCF_000092605.1,75379,Thiomonas intermedia,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/605/GCF_000092605.1_ASM9260v1
GCF_002028405.1,926,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/028/405/GCF_002028405.1_ASM202840v1
GCF_000024765.1,555778,Halothiobacillus neapolitanus,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/765/GCF_000024765.1_ASM2476v1
GCF_009662475.1,637390,Acidithiobacillus thiooxidans,Bacteria,Proteobacteria,Acidithiobacillia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/662/475/GCF_009662475.1_ASM966247v1
GCF_000010785.1,608538,Hydrogenobacter thermophilus,Bacteria,Aquificae,Aquificae,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/785/GCF_000010785.1_ASM1078v1
GCF_000012565.1,269484,Ehrlichia canis,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/565/GCF_000012565.1_ASM1256v1
GCF_002879995.1,944,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/879/995/GCF_002879995.1_ASM287999v1
GCF_000013145.1,205920,Ehrlichia chaffeensis,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/145/GCF_000013145.1_ASM1314v1
GCF_000632815.1,1249651,Ehrlichia chaffeensis,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/815/GCF_000632815.1_ASM63281v1
GCF_000632865.1,1249652,Ehrlichia chaffeensis,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/865/GCF_000632865.1_ASM63286v1
GCF_000632885.1,1249653,Ehrlichia chaffeensis,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/885/GCF_000632885.1_ASM63288v1
GCF_000632905.1,1249654,Ehrlichia chaffeensis,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/905/GCF_000632905.1_ASM63290v1
GCF_000632925.1,1249655,Ehrlichia chaffeensis,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/925/GCF_000632925.1_ASM63292v1
GCF_000632945.1,1249656,Ehrlichia chaffeensis,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/945/GCF_000632945.1_ASM63294v1
GCF_000632965.1,1249650,Ehrlichia chaffeensis,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/965/GCF_000632965.1_ASM63296v1
GCF_000013125.1,212042,Anaplasma phagocytophilum,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/125/GCF_000013125.1_ASM1312v1
GCF_000439755.1,1184253,Anaplasma phagocytophilum,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/755/GCF_000439755.1_ASM43975v1
GCF_000439775.1,1173064,Anaplasma phagocytophilum,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/775/GCF_000439775.1_ASM43977v1
GCF_000689635.2,1392507,Anaplasma phagocytophilum,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/689/635/GCF_000689635.2_ASM68963v2
GCF_000022525.1,434131,Neorickettsia risticii,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/525/GCF_000022525.1_ASM2252v1
GCF_000013165.1,222891,Neorickettsia sennetsu,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/165/GCF_000013165.1_ASM1316v1
GCF_001275365.1,1086726,Francisella persica,Bacteria,Proteobacteria,Gammaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/275/365/GCF_001275365.1_ASM127536v1
GCF_002374845.2,955,,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/374/845/GCF_002374845.2_ASM237484v2
GCF_004171285.1,1116230,Wolbachia pipientis,Bacteria,Proteobacteria,Alphaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/171/285/GCF_004171285.1_ASM417128v1
GCF_000196175.1,264462,Bdellovibrio bacteriovorus,Bacteria,Proteobacteria,Oligoflexia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/175/GCF_000196175.1_ASM19617v1
GCF_000317895.1,1069642,Bdellovibrio bacteriovorus,Bacteria,Proteobacteria,Oligoflexia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/895/GCF_000317895.1_ASM31789v1
GCF_000525675.1,765869,Bdellovibrio bacteriovorus,Bacteria,Proteobacteria,Oligoflexia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/525/675/GCF_000525675.1_ASM52567v1
GCF_000691605.1,959,,Bacteria,Proteobacteria,Oligoflexia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/605/GCF_000691605.1_ASM69160v1
GCF_002872415.1,960,,Bacteria,Proteobacteria,Oligoflexia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/872/415/GCF_002872415.1_ASM287241v1
GCF_000143225.1,757424,Herbaspirillum seropedicae,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/225/GCF_000143225.1_ASM14322v1
GCF_001040945.1,964,,Bacteria,Proteobacteria,Betaproteobacteria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/040/945/GCF_001040945.1_ASM104094v1
GCF_000284095.1,927704,Selenomonas ruminantium,Bacteria,Firmicutes,Negativicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/095/GCF_000284095.1_ASM28409v1
GCF_000190595.1,867900,Cellulophaga lytica,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/595/GCF_000190595.1_ASM19059v1
GCF_000750195.1,979,,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/195/GCF_000750195.1_ASM75019v1
GCF_000023825.1,485917,Pedobacter heparinus,Bacteria,Bacteroidetes,Sphingobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/825/GCF_000023825.1_ASM2382v1
GCF_000016645.1,376686,Flavobacterium johnsoniae,Bacteria,Bacteroidetes,Flavobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/645/GCF_000016645.1_ASM1664v1
GCF_000242635.2,929556,Solitalea canadensis,Bacteria,Bacteroidetes,Sphingobacteriia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/635/GCF_000242635.2_ASM24263v3
