Accession,tax_id,Species,Kingdom,Phylum,Class,Length,Description
NZ_CP011537.1,1613,Lactobacillus fermentum,Bacteria,Firmicutes,Bacilli,32641,"Lactobacillus fermentum 3872 plasmid pLF3872, complete sequence"
NZ_CP006635.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,161511,"Escherichia coli PCN033 plasmid p3PCN033, complete sequence"
NZ_CP006634.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,4086,"Escherichia coli PCN033 plasmid p2PCN033, complete sequence"
NZ_CP006633.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,3319,"Escherichia coli PCN033 plasmid p1PCN033, complete sequence"
NZ_CP010780.1,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,112157,"Acinetobacter baumannii strain XH386 plasmid pAB386, complete sequence"
NZ_CP011527.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,27490,"Staphylococcus aureus subsp. aureus DSM 20231 plasmid unnamed, complete sequence"
NZ_CP006642.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,145722,"Escherichia coli PCN061 plasmid PCN061p6, complete sequence"
NZ_CP006641.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,103644,"Escherichia coli PCN061 plasmid PCN061p5, complete sequence"
NZ_CP006640.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,34692,"Escherichia coli PCN061 plasmid PCN061p4, complete sequence"
NZ_CP006639.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,6222,"Escherichia coli PCN061 plasmid PCN061p3, complete sequence"
NZ_CP006638.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,5754,"Escherichia coli PCN061 plasmid PCN061p2, complete sequence"
NZ_CP006637.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,2014,"Escherichia coli PCN061 plasmid PCN061p1, complete sequence"
NZ_CP011529.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,17905,"Staphylococcus aureus strain RKI4 plasmid unnamed, complete sequence"
NZ_CP007602.1,29388,Staphylococcus capitis,Bacteria,Firmicutes,Bacilli,59661,"Staphylococcus capitis subsp. capitis strain AYP1020 plasmid pAYP1020, complete sequence"
NZ_CP011544.1,571915,Corynebacterium mustelae,Bacteria,Actinobacteria,Actinobacteria,42805,"Corynebacterium mustelae strain DSM 45274 plasmid phiCmus45274, complete sequence"
NZ_CP011543.1,571915,Corynebacterium mustelae,Bacteria,Actinobacteria,Actinobacteria,39867,"Corynebacterium mustelae strain DSM 45274 plasmid pCmus45274, complete sequence"
NZ_CP011395.1,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,59336,"Salmonella enterica subsp. enterica serovar Enteritidis str. 18569 plasmid pCFSAN000006, complete sequence"
NZ_CP011418.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,47606,"Escherichia coli strain CFSAN029787 plasmid pCFSAN029787_02, complete sequence"
NZ_CP011417.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,293826,"Escherichia coli strain CFSAN029787 plasmid pCFSAN029787_01, complete sequence"
NZ_CP006257.1,317,Pseudomonas syringae,Bacteria,Proteobacteria,Gammaproteobacteria,52548,"Pseudomonas syringae pv. syringae HS191 plasmid unnamed, complete sequence"
NZ_CP011338.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,14400,"Escherichia coli O104:H4 str. C227-11 isolate 368 shch plasmid unnamed, complete sequence"
NZ_CP011337.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,17818,"Escherichia coli O104:H4 str. C227-11 isolate 368 shch plasmid unnamed, complete sequence"
NZ_CP011336.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,18052,"Escherichia coli O104:H4 str. C227-11 isolate 368 shch plasmid unnamed, complete sequence"
NZ_CP011335.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,7893,"Escherichia coli O104:H4 str. C227-11 isolate 368 shch plasmid unnamed, complete sequence"
NZ_CP011334.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,2954,"Escherichia coli O104:H4 str. C227-11 isolate 368 shch plasmid unnamed, complete sequence"
NZ_CP011333.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,16948,"Escherichia coli O104:H4 str. C227-11 isolate 368 shch plasmid unnamed, complete sequence"
NZ_CP011332.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,75079,"Escherichia coli O104:H4 str. C227-11 isolate 368 shch plasmid unnamed, complete sequence"
NZ_CP011316.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,3777,"Klebsiella pneumoniae subsp. pneumoniae strain 234-12 plasmid pKpn23412-4, complete sequence"
NZ_CP011315.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,4831,"Klebsiella pneumoniae subsp. pneumoniae strain 234-12 plasmid pKpn2312-5, complete sequence"
NZ_CP011314.1,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,361964,"Klebsiella pneumoniae subsp. pneumoniae strain 234-12 plasmid pKpn23412-362, complete sequence"
NZ_CP010024.1,134537,Paraburkholderia fungorum,Bacteria,Proteobacteria,Betaproteobacteria,437218,"Paraburkholderia fungorum strain ATCC BAA-463 plasmid pBIL, complete sequence"
NZ_CP011249.1,358,Agrobacterium tumefaciens,Bacteria,Proteobacteria,Alphaproteobacteria,194264,"Agrobacterium tumefaciens strain Ach5 plasmid pTi, complete sequence"
NZ_CP011248.1,358,Agrobacterium tumefaciens,Bacteria,Proteobacteria,Alphaproteobacteria,544752,"Agrobacterium tumefaciens strain Ach5 plasmid pAt, complete sequence"
NZ_CP011019.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,207265,"Escherichia coli strain CI5 plasmid unnamed, complete sequence"
NZ_CP009924.1,813,Chlamydia trachomatis,Bacteria,Chlamydiae,Chlamydiia,7500,"Chlamydia trachomatis strain L2b/CS19/08 plasmid unnamed, complete sequence"
NZ_CP010911.1,1235990,Candidatus Pantoea carbekii,Bacteria,Proteobacteria,Gammaproteobacteria,7593,"Candidatus Pantoea carbekii strain US plasmid pBMSBPS4, complete sequence"
NZ_CP010910.1,1235990,Candidatus Pantoea carbekii,Bacteria,Proteobacteria,Gammaproteobacteria,17880,"Candidatus Pantoea carbekii strain US plasmid pBMSBPS3, complete sequence"
NZ_CP010909.1,1235990,Candidatus Pantoea carbekii,Bacteria,Proteobacteria,Gammaproteobacteria,6287,"Candidatus Pantoea carbekii strain US plasmid pBMSBPS2, complete sequence"
NZ_CP010908.1,1235990,Candidatus Pantoea carbekii,Bacteria,Proteobacteria,Gammaproteobacteria,14562,"Candidatus Pantoea carbekii strain US plasmid pBMSBPS1, complete sequence"
NZ_CP011143.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,1552,"Escherichia coli VR50 plasmid pVR50I, complete sequence"
NZ_CP011142.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,1783,"Escherichia coli VR50 plasmid pVR50H, complete sequence"
NZ_CP011141.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,2089,"Escherichia coli VR50 plasmid pVR50G, complete sequence"
NZ_CP011140.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,4075,"Escherichia coli VR50 plasmid pVR50F, complete sequence"
NZ_CP011139.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,5164,"Escherichia coli VR50 plasmid pVR50E, complete sequence"
NZ_CP011138.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,5631,"Escherichia coli VR50 plasmid pVR50D, complete sequence"
NZ_CP011137.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,6989,"Escherichia coli VR50 plasmid pVR50C, complete sequence"
NZ_CP011136.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,97864,"Escherichia coli VR50 plasmid pVR50B, complete sequence"
NZ_CP011135.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,70533,"Escherichia coli VR50 plasmid pVR50A, complete sequence"
NZ_FO538766.1,1288970,Magnetospira sp. QH-2,Bacteria,Proteobacteria,Alphaproteobacteria,31063,"Magnetospira sp. QH-2 plasmid MGMAQ_p, complete sequence"
NZ_CP008709.1,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,1967,"Acinetobacter baumannii strain AB5075-UW plasmid p3AB5075, complete sequence"
NZ_CP008708.1,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,8731,"Acinetobacter baumannii strain AB5075-UW plasmid p2AB5075, complete sequence"
NZ_CP008707.1,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,83610,"Acinetobacter baumannii strain AB5075-UW plasmid p1AB5075, complete sequence"
NZ_CP011054.1,1504981,Halomonas sp. KO116,Bacteria,Proteobacteria,Gammaproteobacteria,205117,"Halomonas sp. KO116 plasmid unnamed2, complete sequence"
NZ_CP011053.1,1504981,Halomonas sp. KO116,Bacteria,Proteobacteria,Gammaproteobacteria,313995,"Halomonas sp. KO116 plasmid unnamed1, complete sequence"
NZ_CP008991.1,346,Xanthomonas citri,Bacteria,Proteobacteria,Gammaproteobacteria,64920,"Xanthomonas citri subsp. citri UI6 plasmid pXAC64, complete sequence"
NZ_CP009433.1,337,Burkholderia glumae,Bacteria,Proteobacteria,Betaproteobacteria,196020,"Burkholderia glumae LMG 2196 = ATCC 33617 plasmid pBIN_1, complete sequence"
NZ_CP009432.1,337,Burkholderia glumae,Bacteria,Proteobacteria,Betaproteobacteria,144522,"Burkholderia glumae LMG 2196 = ATCC 33617 plasmid pBIN_2, complete sequence"
NZ_CP010016.1,57975,Burkholderia thailandensis,Bacteria,Proteobacteria,Betaproteobacteria,326388,"Burkholderia thailandensis 34 plasmid unnamed, complete sequence"
NZ_CP009629.1,60552,Burkholderia vietnamiensis,Bacteria,Proteobacteria,Betaproteobacteria,102620,"Burkholderia vietnamiensis LMG 10929 plasmid pBVB_1, complete sequence"
NZ_CP009321.1,28095,Burkholderia gladioli,Bacteria,Proteobacteria,Betaproteobacteria,213090,"Burkholderia gladioli strain ATCC 10248 plasmid 1, complete sequence"
NZ_CP009320.1,28095,Burkholderia gladioli,Bacteria,Proteobacteria,Betaproteobacteria,63573,"Burkholderia gladioli strain ATCC 10248 plasmid 2, complete sequence"
NZ_CP009319.1,28095,Burkholderia gladioli,Bacteria,Proteobacteria,Betaproteobacteria,26710,"Burkholderia gladioli strain ATCC 10248 plasmid 3, complete sequence"
NZ_CP009797.1,152480,Burkholderia ambifaria,Bacteria,Proteobacteria,Betaproteobacteria,43581,"Burkholderia ambifaria AMMD plasmid pBII_1, complete sequence"
NZ_CP009547.1,1468409,Burkholderia sp. 2002721687,Bacteria,Proteobacteria,Betaproteobacteria,305110,"Burkholderia sp. 2002721687 plasmid pBTU, complete sequence"
NZ_AP014650.1,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,189354,"Acinetobacter baumannii strain IOMTU433 plasmid pIOMTU433, complete sequence"
NZ_CP011046.1,28447,Clavibacter michiganensis,Bacteria,Actinobacteria,Actinobacteria,103451,"Clavibacter insidiosus strain R1-1 plasmid pCI3, complete sequence"
NZ_CP011045.1,28447,Clavibacter michiganensis,Bacteria,Actinobacteria,Actinobacteria,49401,"Clavibacter insidiosus strain R1-1 plasmid pCI2, complete sequence"
NZ_CP011044.1,28447,Clavibacter michiganensis,Bacteria,Actinobacteria,Actinobacteria,47690,"Clavibacter insidiosus strain R1-1 plasmid pCI1, complete sequence"
NZ_LN681226.1,449,Legionella hackeliae,Bacteria,Proteobacteria,Gammaproteobacteria,129882,"Legionella hackeliae strain ATCC 35250 plasmid II, complete sequence"
NZ_CP011014.1,97478,Lactobacillus mucosae,Bacteria,Firmicutes,Bacilli,108311,"Lactobacillus mucosae LM1 plasmid pLM1, complete sequence"
NZ_CP009229.1,221027,Treponema putidum,Bacteria,Spirochaetes,Spirochaetia,3649,"Treponema putidum strain OMZ 758 (ATCC 700334) plasmid pTPu1, complete sequence"
NZ_CP010977.1,1566358,Paenibacillus sp. IHBB 10380,Bacteria,Firmicutes,Bacilli,17061,"Paenibacillus sp. IHBB 10380 plasmid unnamed, complete sequence"
NZ_CP010950.1,644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,7770,"Aeromonas hydrophila strain AL06-06 isolate Goldfish plasmid pAH06-06-3, complete sequence"
NZ_CP010949.1,644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,5958,"Aeromonas hydrophila strain AL06-06 isolate Goldfish plasmid pAH06-06-2, complete sequence"
NZ_CP010948.1,644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,2838,"Aeromonas hydrophila strain AL06-06 isolate Goldfish plasmid pAH06-06-1, complete sequence"
NZ_CP007768.1,488546,Campylobacter peloridis,Bacteria,Proteobacteria,Epsilonproteobacteria,3621,"Campylobacter peloridis LMG 23910 plasmid pPEL2, complete sequence"
NZ_CP007767.1,488546,Campylobacter peloridis,Bacteria,Proteobacteria,Epsilonproteobacteria,47803,"Campylobacter peloridis LMG 23910 plasmid pPEL1, complete sequence"
NZ_AP012556.1,1764,Mycobacterium avium,Bacteria,Actinobacteria,Actinobacteria,194711,"Mycobacterium avium subsp. hominissuis TH135 plasmid pMAH135, complete sequence"
NZ_CP009441.1,28110,Francisella philomiragia,Bacteria,Proteobacteria,Gammaproteobacteria,4016,"Francisella philomiragia strain GA01-2794 plasmid unnamed, complete sequence"
NZ_CP010318.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,4599,Escherichia coli strain 789 plasmid pAPEC-O78-3
NZ_CP010317.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,106397,Escherichia coli strain 789 plasmid pAPEC-O78-2
NZ_CP010316.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,144859,Escherichia coli strain 789 plasmid pAPEC-O78-ColV
NZ_CP009568.1,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,3605,"Salmonella enterica subsp. enterica serovar Newport str. CVM 22462 plasmid pCFSAN000934_03, complete sequence"
NZ_CP009567.1,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,158521,"Salmonella enterica subsp. enterica serovar Newport str. CVM 22462 plasmid pCFSAN000934_02, complete sequence"
NZ_CP009566.1,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,94725,"Salmonella enterica subsp. enterica serovar Newport str. CVM 22462 plasmid pCVM22462, complete sequence"
NZ_CP010882.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,122966,"Escherichia coli strain MNCRE44 plasmid pMNCRE44_6, complete sequence"
NZ_CP010881.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,116803,"Escherichia coli strain MNCRE44 plasmid pMNCRE44_5, complete sequence"
NZ_CP010880.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,30855,"Escherichia coli strain MNCRE44 plasmid pMNCRE44_4, complete sequence"
NZ_CP010879.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,5167,"Escherichia coli strain MNCRE44 plasmid pMNCRE44_3, complete sequence"
NZ_CP010878.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,4088,"Escherichia coli strain MNCRE44 plasmid pMNCRE44_2, complete sequence"
NZ_CP010877.1,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,1506,"Escherichia coli strain MNCRE44 plasmid pMNCRE44_1, complete sequence"
NZ_CP007054.1,794903,Opitutaceae bacterium TAV5,Bacteria,Verrucomicrobia,Opitutae,99831,"Opitutaceae bacterium TAV5 plasmid unnamed, complete sequence"
NZ_CP007714.1,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,6076,"Acinetobacter baumannii LAC-4 plasmid pABLAC2, complete sequence"
NZ_CP007713.1,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,8006,"Acinetobacter baumannii LAC-4 plasmid pABLAC1, complete sequence"
NZ_CP002700.1,9,Buchnera aphidicola,Bacteria,Proteobacteria,Gammaproteobacteria,7802,"Buchnera aphidicola str. W106 (Myzus persicae) strain W106 plasmid pLeu, complete sequence"
NZ_CP007725.1,1718,Corynebacterium glutamicum,Bacteria,Actinobacteria,Actinobacteria,16810,"Corynebacterium glutamicum strain AR1 plasmid unnamed, complete sequence"
NZ_CP002698.1,9,Buchnera aphidicola,Bacteria,Proteobacteria,Gammaproteobacteria,7802,"Buchnera aphidicola str. USDA (Myzus persicae) strain USDA plasmid pLeu, complete sequence"
NZ_CP002704.1,9,Buchnera aphidicola,Bacteria,Proteobacteria,Gammaproteobacteria,7800,"Buchnera aphidicola str. F009 (Myzus persicae) strain F009 plasmid pLeu, complete sequence"
NZ_CP007650.1,1624,Lactobacillus salivarius,Bacteria,Firmicutes,Bacilli,33315,"Lactobacillus salivarius strain JCM1046 plasmid pCTN1046, complete sequence"
NZ_CP007649.1,1624,Lactobacillus salivarius,Bacteria,Firmicutes,Bacilli,101883,"Lactobacillus salivarius strain JCM1046 plasmid pLMP1046, complete sequence"
NZ_CP007648.1,1624,Lactobacillus salivarius,Bacteria,Firmicutes,Bacilli,129218,"Lactobacillus salivarius strain JCM1046 plasmid pMP1046B, complete sequence"
NZ_CP007647.1,1624,Lactobacillus salivarius,Bacteria,Firmicutes,Bacilli,219748,"Lactobacillus salivarius strain JCM1046 plasmid pMP1046A, complete sequence"
NZ_CP004397.1,1208324,Celeribacter indicus,Bacteria,Proteobacteria,Alphaproteobacteria,19262,"Celeribacter indicus strain P73 plasmid pP73D, complete sequence"
NZ_CP004396.1,1208324,Celeribacter indicus,Bacteria,Proteobacteria,Alphaproteobacteria,122964,"Celeribacter indicus strain P73 plasmid pP73C, complete sequence"
NZ_CP004395.1,1208324,Celeribacter indicus,Bacteria,Proteobacteria,Alphaproteobacteria,135821,"Celeribacter indicus strain P73 plasmid pP73B, complete sequence"
NZ_CP004394.1,1208324,Celeribacter indicus,Bacteria,Proteobacteria,Alphaproteobacteria,155183,"Celeribacter indicus strain P73 plasmid pP73A, complete sequence"
NZ_CP009439.1,1907,Streptomyces glaucescens,Bacteria,Actinobacteria,Actinobacteria,170574,"Streptomyces glaucescens strain GLA.O plasmid pSglau1, complete sequence"
NZ_CP009350.1,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,107443,"Bacillus thuringiensis HD1002 plasmid 4, complete sequence"
NZ_CP009349.1,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,359439,"Bacillus thuringiensis HD1002 plasmid 1, complete sequence"
NZ_CP009348.1,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,349602,"Bacillus thuringiensis HD1002 plasmid 2, complete sequence"
NZ_CP009347.1,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,235425,"Bacillus thuringiensis HD1002 plasmid 3, complete sequence"
NZ_CP009346.1,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,14961,"Bacillus thuringiensis HD1002 plasmid 5, complete sequence"
NZ_CP009345.1,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,7697,"Bacillus thuringiensis HD1002 plasmid 6, complete sequence"
NZ_CP009344.1,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,6824,"Bacillus thuringiensis HD1002 plasmid 7, complete sequence"
NZ_CP009336.1,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,358965,"Bacillus thuringiensis strain HD1011 plasmid 1, complete sequence"
NZ_CP009334.1,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,349601,"Bacillus thuringiensis strain HD1011 plasmid 2, complete sequence"
NZ_CP009333.1,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,69773,"Bacillus thuringiensis strain HD1011 plasmid 4, complete sequence"
NZ_CP009332.1,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,82340,"Bacillus thuringiensis strain HD1011 plasmid 3, complete sequence"
NZ_CP009620.1,190893,Vibrio coralliilyticus,Bacteria,Proteobacteria,Gammaproteobacteria,319400,"Vibrio coralliilyticus strain RE98 plasmid p319, complete sequence"
NZ_CP009619.1,190893,Vibrio coralliilyticus,Bacteria,Proteobacteria,Gammaproteobacteria,380714,"Vibrio coralliilyticus strain RE98 plasmid p380, complete sequence"
NZ_CP007500.1,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,32406,"Staphylococcus aureus strain 2395 USA500 plasmid pUSA500, complete sequence"
NZ_CP009837.1,630,Yersinia enterocolitica,Bacteria,Proteobacteria,Gammaproteobacteria,69701,"Yersinia enterocolitica strain 2516-87 plasmid pCD, complete sequence"
NZ_CP010069.1,633,Yersinia pseudotuberculosis,Bacteria,Proteobacteria,Gammaproteobacteria,74956,"Yersinia pseudotuberculosis str. PA3606 plasmid unnamed1, complete sequence"
